Branch,Cutoff,Category,College,College Code,Location
AI,97138,1G,Coorg Institute of Technology,E094,Kodagu
CS,62136,1G,Coorg Institute of Technology,E094,Kodagu
EC,119859,1G,Coorg Institute of Technology,E094,Kodagu
AI,75593,GM,Coorg Institute of Technology,E094,Kodagu
CE,180961,GM,Coorg Institute of Technology,E094,Kodagu
CS,53475,GM,Coorg Institute of Technology,E094,Kodagu
EC,88036,GM,Coorg Institute of Technology,E094,Kodagu
ME,86805,GM,Coorg Institute of Technology,E094,Kodagu
AI,96003,2AG,Coorg Institute of Technology,E094,Kodagu
CS,71028,2AG,Coorg Institute of Technology,E094,Kodagu
EC,105259,2AG,Coorg Institute of Technology,E094,Kodagu
CS,66465,2BG,Coorg Institute of Technology,E094,Kodagu
EC,129063,2BG,Coorg Institute of Technology,E094,Kodagu
AI,75931,3AG,Coorg Institute of Technology,E094,Kodagu
CS,56077,3AG,Coorg Institute of Technology,E094,Kodagu
AI,85824,3BG,Coorg Institute of Technology,E094,Kodagu
CS,56982,3BG,Coorg Institute of Technology,E094,Kodagu
EC,93871,3BG,Coorg Institute of Technology,E094,Kodagu
AI,173367,SCG,Coorg Institute of Technology,E094,Kodagu
CS,79222,SCG,Coorg Institute of Technology,E094,Kodagu
EC,149956,SCG,Coorg Institute of Technology,E094,Kodagu
AI,85113,STG,Coorg Institute of Technology,E094,Kodagu
AI,89138,GMK,Coorg Institute of Technology,E094,Kodagu
CS,75182,GMK,Coorg Institute of Technology,E094,Kodagu
EC,129399,GMK,Coorg Institute of Technology,E094,Kodagu
AE,45699,GM,AMC Engineering College,E095,Bangalore
AI,33036,GM,AMC Engineering College,E095,Bangalore
CA CS,33483,GM,AMC Engineering College,E095,Bangalore
CE,120678,GM,AMC Engineering College,E095,Bangalore
CS,27293,GM,AMC Engineering College,E095,Bangalore
DS,38671,GM,AMC Engineering College,E095,Bangalore
EC,48163,GM,AMC Engineering College,E095,Bangalore
EE,71594,GM,AMC Engineering College,E095,Bangalore
IE,36371,GM,AMC Engineering College,E095,Bangalore
ME,180842,GM,AMC Engineering College,E095,Bangalore
MT,180743,GM,AMC Engineering College,E095,Bangalore
AE,83511,1G,AMC Engineering College,E095,Bangalore
AI,37278,1G,AMC Engineering College,E095,Bangalore
CA CS,40823,1G,AMC Engineering College,E095,Bangalore
CE,,1G,AMC Engineering College,E095,Bangalore
CS,34330,1G,AMC Engineering College,E095,Bangalore
DS,44767,1G,AMC Engineering College,E095,Bangalore
EC,52965,1G,AMC Engineering College,E095,Bangalore
EE,84105,1G,AMC Engineering College,E095,Bangalore
IE,46654,1G,AMC Engineering College,E095,Bangalore
ME,,1G,AMC Engineering College,E095,Bangalore
MT,,1G,AMC Engineering College,E095,Bangalore
AE,47109,2AG,AMC Engineering College,E095,Bangalore
AI,38408,2AG,AMC Engineering College,E095,Bangalore
CA CS,37926,2AG,AMC Engineering College,E095,Bangalore
CE,162281,2AG,AMC Engineering College,E095,Bangalore
CS,32773,2AG,AMC Engineering College,E095,Bangalore
DS,42517,2AG,AMC Engineering College,E095,Bangalore
EC,60459,2AG,AMC Engineering College,E095,Bangalore
EE,86628,2AG,AMC Engineering College,E095,Bangalore
IE,41326,2AG,AMC Engineering College,E095,Bangalore
ME,,2AG,AMC Engineering College,E095,Bangalore
MT,,2AG,AMC Engineering College,E095,Bangalore
AE,47800,2BG,AMC Engineering College,E095,Bangalore
AI,35054,2BG,AMC Engineering College,E095,Bangalore
CA CS,39660,2BG,AMC Engineering College,E095,Bangalore
CE,121305,2BG,AMC Engineering College,E095,Bangalore
CS,35898,2BG,AMC Engineering College,E095,Bangalore
DS,39803,2BG,AMC Engineering College,E095,Bangalore
EC,67356,2BG,AMC Engineering College,E095,Bangalore
EE,89313,2BG,AMC Engineering College,E095,Bangalore
IE,37197,2BG,AMC Engineering College,E095,Bangalore
ME,,2BG,AMC Engineering College,E095,Bangalore
MT,,2BG,AMC Engineering College,E095,Bangalore
AE,47292,3AG,AMC Engineering College,E095,Bangalore
AI,33651,3AG,AMC Engineering College,E095,Bangalore
CA CS,37557,3AG,AMC Engineering College,E095,Bangalore
CE,126796,3AG,AMC Engineering College,E095,Bangalore
CS,29934,3AG,AMC Engineering College,E095,Bangalore
DS,40964,3AG,AMC Engineering College,E095,Bangalore
EC,49399,3AG,AMC Engineering College,E095,Bangalore
EE,75643,3AG,AMC Engineering College,E095,Bangalore
IE,36589,3AG,AMC Engineering College,E095,Bangalore
ME,,3AG,AMC Engineering College,E095,Bangalore
MT,,3AG,AMC Engineering College,E095,Bangalore
AE,45841,3BG,AMC Engineering College,E095,Bangalore
AI,33346,3BG,AMC Engineering College,E095,Bangalore
CA CS,34953,3BG,AMC Engineering College,E095,Bangalore
CE,177305,3BG,AMC Engineering College,E095,Bangalore
CS,29933,3BG,AMC Engineering College,E095,Bangalore
DS,38912,3BG,AMC Engineering College,E095,Bangalore
EC,54772,3BG,AMC Engineering College,E095,Bangalore
EE,77183,3BG,AMC Engineering College,E095,Bangalore
IE,38303,3BG,AMC Engineering College,E095,Bangalore
ME,,3BG,AMC Engineering College,E095,Bangalore
MT,,3BG,AMC Engineering College,E095,Bangalore
AE,70426,SCG,AMC Engineering College,E095,Bangalore
AI,97005,SCG,AMC Engineering College,E095,Bangalore
CA CS,98820,SCG,AMC Engineering College,E095,Bangalore
CE,176957,SCG,AMC Engineering College,E095,Bangalore
CS,71624,SCG,AMC Engineering College,E095,Bangalore
DS,91881,SCG,AMC Engineering College,E095,Bangalore
EC,114475,SCG,AMC Engineering College,E095,Bangalore
EE,139267,SCG,AMC Engineering College,E095,Bangalore
IE,95849,SCG,AMC Engineering College,E095,Bangalore
ME,,SCG,AMC Engineering College,E095,Bangalore
MT,,SCG,AMC Engineering College,E095,Bangalore
AE,,STG,AMC Engineering College,E095,Bangalore
AI,,STG,AMC Engineering College,E095,Bangalore
CA CS,,STG,AMC Engineering College,E095,Bangalore
CE,,STG,AMC Engineering College,E095,Bangalore
CS,50556,STG,AMC Engineering College,E095,Bangalore
DS,,STG,AMC Engineering College,E095,Bangalore
EC,74423,STG,AMC Engineering College,E095,Bangalore
EE,,STG,AMC Engineering College,E095,Bangalore
IE,63681,STG,AMC Engineering College,E095,Bangalore
ME,,STG,AMC Engineering College,E095,Bangalore
MT,,STG,AMC Engineering College,E095,Bangalore
AE,51498,GMK,AMC Engineering College,E095,Bangalore
AI,,GMK,AMC Engineering College,E095,Bangalore
CA CS,61717,GMK,AMC Engineering College,E095,Bangalore
CE,,GMK,AMC Engineering College,E095,Bangalore
CS,42747,GMK,AMC Engineering College,E095,Bangalore
DS,66112,GMK,AMC Engineering College,E095,Bangalore
EC,86298,GMK,AMC Engineering College,E095,Bangalore
EE,,GMK,AMC Engineering College,E095,Bangalore
IE,55828,GMK,AMC Engineering College,E095,Bangalore
ME,,GMK,AMC Engineering College,E095,Bangalore
MT,,GMK,AMC Engineering College,E095,Bangalore
AD,45789,GM,East Point College of Engineering and Technology,E096,Bangalore
CE,181504,GM,East Point College of Engineering and Technology,E096,Bangalore
CS,33073,GM,East Point College of Engineering and Technology,E096,Bangalore
EC,67526,GM,East Point College of Engineering and Technology,E096,Bangalore
IE,47220,GM,East Point College of Engineering and Technology,E096,Bangalore
ME,178270,GM,East Point College of Engineering and Technology,E096,Bangalore
AD,,1G,East Point College of Engineering and Technology,E096,Bangalore
CE,,1G,East Point College of Engineering and Technology,E096,Bangalore
CS,51591,1G,East Point College of Engineering and Technology,E096,Bangalore
EC,88395,1G,East Point College of Engineering and Technology,E096,Bangalore
IE,59328,1G,East Point College of Engineering and Technology,E096,Bangalore
ME,,1G,East Point College of Engineering and Technology,E096,Bangalore
AD,60803,2AG,East Point College of Engineering and Technology,E096,Bangalore
CE,,2AG,East Point College of Engineering and Technology,E096,Bangalore
CS,39106,2AG,East Point College of Engineering and Technology,E096,Bangalore
EC,8522,2AG,East Point College of Engineering and Technology,E096,Bangalore
IE,53077,2AG,East Point College of Engineering and Technology,E096,Bangalore
ME,,2AG,East Point College of Engineering and Technology,E096,Bangalore
AD,49693,2BG,East Point College of Engineering and Technology,E096,Bangalore
CE,,2BG,East Point College of Engineering and Technology,E096,Bangalore
CS,40172,2BG,East Point College of Engineering and Technology,E096,Bangalore
EC,82504,2BG,East Point College of Engineering and Technology,E096,Bangalore
IE,49325,2BG,East Point College of Engineering and Technology,E096,Bangalore
ME,,2BG,East Point College of Engineering and Technology,E096,Bangalore
AD,46510,3AG,East Point College of Engineering and Technology,E096,Bangalore
CE,,3AG,East Point College of Engineering and Technology,E096,Bangalore
CS,33419,3AG,East Point College of Engineering and Technology,E096,Bangalore
EC,70064,3AG,East Point College of Engineering and Technology,E096,Bangalore
IE,48137,3AG,East Point College of Engineering and Technology,E096,Bangalore
ME,,3AG,East Point College of Engineering and Technology,E096,Bangalore
AD,49932,3BG,East Point College of Engineering and Technology,E096,Bangalore
CE,,3BG,East Point College of Engineering and Technology,E096,Bangalore
CS,38323,3BG,East Point College of Engineering and Technology,E096,Bangalore
EC,73618,3BG,East Point College of Engineering and Technology,E096,Bangalore
IE,47481,3BG,East Point College of Engineering and Technology,E096,Bangalore
ME,,3BG,East Point College of Engineering and Technology,E096,Bangalore
AD,48450,GMK,East Point College of Engineering and Technology,E096,Bangalore
CE,,GMK,East Point College of Engineering and Technology,E096,Bangalore
CS,37409,GMK,East Point College of Engineering and Technology,E096,Bangalore
EC,80862,GMK,East Point College of Engineering and Technology,E096,Bangalore
IE,59153,GMK,East Point College of Engineering and Technology,E096,Bangalore
ME,,GMK,East Point College of Engineering and Technology,E096,Bangalore
AD,78657,SCG,East Point College of Engineering and Technology,E096,Bangalore
CE,,SCG,East Point College of Engineering and Technology,E096,Bangalore
CS,59375,SCG,East Point College of Engineering and Technology,E096,Bangalore
EC,135468,SCG,East Point College of Engineering and Technology,E096,Bangalore
IE,91790,SCG,East Point College of Engineering and Technology,E096,Bangalore
ME,,SCG,East Point College of Engineering and Technology,E096,Bangalore
AD,68681,STG,East Point College of Engineering and Technology,E096,Bangalore
CE,,STG,East Point College of Engineering and Technology,E096,Bangalore
CS,44787,STG,East Point College of Engineering and Technology,E096,Bangalore
EC,88949,STG,East Point College of Engineering and Technology,E096,Bangalore
IE,68649,STG,East Point College of Engineering and Technology,E096,Bangalore
ME,,STG,East Point College of Engineering and Technology,E096,Bangalore
AD,24672,1G,C M R Institute of Technology,E097,Bangalore
AI,21177,1G,C M R Institute of Technology,E097,Bangalore
CE,173994,1G,C M R Institute of Technology,E097,Bangalore
CS,11471,1G,C M R Institute of Technology,E097,Bangalore
EC,24825,1G,C M R Institute of Technology,E097,Bangalore
EE,95134,1G,C M R Institute of Technology,E097,Bangalore
IE,13668,1G,C M R Institute of Technology,E097,Bangalore
ME,177316,1G,C M R Institute of Technology,E097,Bangalore
AD,14348,GM,C M R Institute of Technology,E097,Bangalore
AI,13077,GM,C M R Institute of Technology,E097,Bangalore
CE,115759,GM,C M R Institute of Technology,E097,Bangalore
CS,8374,GM,C M R Institute of Technology,E097,Bangalore
EC,19948,GM,C M R Institute of Technology,E097,Bangalore
EE,57554,GM,C M R Institute of Technology,E097,Bangalore
IE,11345,GM,C M R Institute of Technology,E097,Bangalore
ME,132936,GM,C M R Institute of Technology,E097,Bangalore
AD,15976,2AG,C M R Institute of Technology,E097,Bangalore
AI,16353,2AG,C M R Institute of Technology,E097,Bangalore
CE,158237,2AG,C M R Institute of Technology,E097,Bangalore
CS,11285,2AG,C M R Institute of Technology,E097,Bangalore
EC,26907,2AG,C M R Institute of Technology,E097,Bangalore
EE,87371,2AG,C M R Institute of Technology,E097,Bangalore
IE,14355,2AG,C M R Institute of Technology,E097,Bangalore
ME,179477,2AG,C M R Institute of Technology,E097,Bangalore
AD,14530,2BG,C M R Institute of Technology,E097,Bangalore
AI,19510,2BG,C M R Institute of Technology,E097,Bangalore
CE,154866,2BG,C M R Institute of Technology,E097,Bangalore
CS,12921,2BG,C M R Institute of Technology,E097,Bangalore
EC,40263,2BG,C M R Institute of Technology,E097,Bangalore
EE,89917,2BG,C M R Institute of Technology,E097,Bangalore
IE,19285,2BG,C M R Institute of Technology,E097,Bangalore
AD,17082,3AG,C M R Institute of Technology,E097,Bangalore
AI,14772,3AG,C M R Institute of Technology,E097,Bangalore
CE,130011,3AG,C M R Institute of Technology,E097,Bangalore
CS,8631,3AG,C M R Institute of Technology,E097,Bangalore
EC,21022,3AG,C M R Institute of Technology,E097,Bangalore
EE,62560,3AG,C M R Institute of Technology,E097,Bangalore
IE,11770,3AG,C M R Institute of Technology,E097,Bangalore
ME,160573,3AG,C M R Institute of Technology,E097,Bangalore
AD,14721,3BG,C M R Institute of Technology,E097,Bangalore
AI,14321,3BG,C M R Institute of Technology,E097,Bangalore
CE,181717,3BG,C M R Institute of Technology,E097,Bangalore
CS,9944,3BG,C M R Institute of Technology,E097,Bangalore
EC,21757,3BG,C M R Institute of Technology,E097,Bangalore
EE,61525,3BG,C M R Institute of Technology,E097,Bangalore
IE,12336,3BG,C M R Institute of Technology,E097,Bangalore
ME,134796,3BG,C M R Institute of Technology,E097,Bangalore
AD,47052,SCG,C M R Institute of Technology,E097,Bangalore
AI,48716,SCG,C M R Institute of Technology,E097,Bangalore
CE,165983,SCG,C M R Institute of Technology,E097,Bangalore
CS,33222,SCG,C M R Institute of Technology,E097,Bangalore
EC,60786,SCG,C M R Institute of Technology,E097,Bangalore
EE,128838,SCG,C M R Institute of Technology,E097,Bangalore
IE,46456,SCG,C M R Institute of Technology,E097,Bangalore
ME,177226,SCG,C M R Institute of Technology,E097,Bangalore
CE,135164,STG,C M R Institute of Technology,E097,Bangalore
CS,20801,STG,C M R Institute of Technology,E097,Bangalore
EC,39509,STG,C M R Institute of Technology,E097,Bangalore
EE,81029,STG,C M R Institute of Technology,E097,Bangalore
IE,22497,STG,C M R Institute of Technology,E097,Bangalore
AD,43750,GMK,C M R Institute of Technology,E097,Bangalore
CE,168215,GMK,C M R Institute of Technology,E097,Bangalore
CS,19674,GMK,C M R Institute of Technology,E097,Bangalore
EC,34530,GMK,C M R Institute of Technology,E097,Bangalore
EE,129780,GMK,C M R Institute of Technology,E097,Bangalore
IE,27757,GMK,C M R Institute of Technology,E097,Bangalore
BS,,GM,Atria Institute of Technology,E098,Bangalore
CD,37906,GM,Atria Institute of Technology,E098,Bangalore
CE,126025,GM,Atria Institute of Technology,E098,Bangalore
CS,21131,GM,Atria Institute of Technology,E098,Bangalore
EC,45195,GM,Atria Institute of Technology,E098,Bangalore
IE,26360,GM,Atria Institute of Technology,E098,Bangalore
ME,179553,GM,Atria Institute of Technology,E098,Bangalore
BS,,1G,Atria Institute of Technology,E098,Bangalore
CD,48704,1G,Atria Institute of Technology,E098,Bangalore
CE,,1G,Atria Institute of Technology,E098,Bangalore
CS,30705,1G,Atria Institute of Technology,E098,Bangalore
EC,51535,1G,Atria Institute of Technology,E098,Bangalore
IE,36624,1G,Atria Institute of Technology,E098,Bangalore
ME,,1G,Atria Institute of Technology,E098,Bangalore
BS,,2AG,Atria Institute of Technology,E098,Bangalore
CD,46724,2AG,Atria Institute of Technology,E098,Bangalore
CE,181732,2AG,Atria Institute of Technology,E098,Bangalore
CS,25348,2AG,Atria Institute of Technology,E098,Bangalore
EC,51423,2AG,Atria Institute of Technology,E098,Bangalore
IE,30078,2AG,Atria Institute of Technology,E098,Bangalore
ME,,2AG,Atria Institute of Technology,E098,Bangalore
BS,,2BG,Atria Institute of Technology,E098,Bangalore
CD,42068,2BG,Atria Institute of Technology,E098,Bangalore
CE,168602,2BG,Atria Institute of Technology,E098,Bangalore
CS,26064,2BG,Atria Institute of Technology,E098,Bangalore
EC,53987,2BG,Atria Institute of Technology,E098,Bangalore
IE,31703,2BG,Atria Institute of Technology,E098,Bangalore
ME,,2BG,Atria Institute of Technology,E098,Bangalore
BS,,3AG,Atria Institute of Technology,E098,Bangalore
CD,40379,3AG,Atria Institute of Technology,E098,Bangalore
CE,140656,3AG,Atria Institute of Technology,E098,Bangalore
CS,22694,3AG,Atria Institute of Technology,E098,Bangalore
EC,48907,3AG,Atria Institute of Technology,E098,Bangalore
IE,28145,3AG,Atria Institute of Technology,E098,Bangalore
ME,,3AG,Atria Institute of Technology,E098,Bangalore
BS,,3BG,Atria Institute of Technology,E098,Bangalore
CD,40414,3BG,Atria Institute of Technology,E098,Bangalore
CE,134199,3BG,Atria Institute of Technology,E098,Bangalore
CS,23698,3BG,Atria Institute of Technology,E098,Bangalore
EC,47663,3BG,Atria Institute of Technology,E098,Bangalore
IE,28004,3BG,Atria Institute of Technology,E098,Bangalore
ME,,3BG,Atria Institute of Technology,E098,Bangalore
BS,,SCG,Atria Institute of Technology,E098,Bangalore
CD,110576,SCG,Atria Institute of Technology,E098,Bangalore
CE,175807,SCG,Atria Institute of Technology,E098,Bangalore
CS,61678,SCG,Atria Institute of Technology,E098,Bangalore
EC,130951,SCG,Atria Institute of Technology,E098,Bangalore
IE,92295,SCG,Atria Institute of Technology,E098,Bangalore
ME,,SCG,Atria Institute of Technology,E098,Bangalore
BS,,STG,Atria Institute of Technology,E098,Bangalore
CD,,STG,Atria Institute of Technology,E098,Bangalore
CE,159195,STG,Atria Institute of Technology,E098,Bangalore
CS,39264,STG,Atria Institute of Technology,E098,Bangalore
EC,88697,STG,Atria Institute of Technology,E098,Bangalore
IE,56642,STG,Atria Institute of Technology,E098,Bangalore
ME,,STG,Atria Institute of Technology,E098,Bangalore
BS,,GMK,Atria Institute of Technology,E098,Bangalore
CD,102491,GMK,Atria Institute of Technology,E098,Bangalore
CE,,GMK,Atria Institute of Technology,E098,Bangalore
CS,25555,GMK,Atria Institute of Technology,E098,Bangalore
EC,80083,GMK,Atria Institute of Technology,E098,Bangalore
IE,46650,GMK,Atria Institute of Technology,E098,Bangalore
ME,,GMK,Atria Institute of Technology,E098,Bangalore
AI,10307,GM,New Horizon College of Engineering,E099,Bangalore
CE,105136,GM,New Horizon College of Engineering,E099,Bangalore
CO,12410,GM,New Horizon College of Engineering,E099,Bangalore
CS,6191,GM,New Horizon College of Engineering,E099,Bangalore
EC,14370,GM,New Horizon College of Engineering,E099,Bangalore
EE,36658,GM,New Horizon College of Engineering,E099,Bangalore
IE,9085,GM,New Horizon College of Engineering,E099,Bangalore
ME,90614,GM,New Horizon College of Engineering,E099,Bangalore
AI,20389,1G,New Horizon College of Engineering,E099,Bangalore
CE,159072,1G,New Horizon College of Engineering,E099,Bangalore
CO,26871,1G,New Horizon College of Engineering,E099,Bangalore
CS,9569,1G,New Horizon College of Engineering,E099,Bangalore
EC,20473,1G,New Horizon College of Engineering,E099,Bangalore
EE,51638,1G,New Horizon College of Engineering,E099,Bangalore
IE,13072,1G,New Horizon College of Engineering,E099,Bangalore
ME,154840,1G,New Horizon College of Engineering,E099,Bangalore
AI,15487,2AG,New Horizon College of Engineering,E099,Bangalore
CE,173601,2AG,New Horizon College of Engineering,E099,Bangalore
CO,19637,2AG,New Horizon College of Engineering,E099,Bangalore
CS,10262,2AG,New Horizon College of Engineering,E099,Bangalore
EC,20765,2AG,New Horizon College of Engineering,E099,Bangalore
EE,55591,2AG,New Horizon College of Engineering,E099,Bangalore
IE,11208,2AG,New Horizon College of Engineering,E099,Bangalore
ME,180569,2AG,New Horizon College of Engineering,E099,Bangalore
AI,13333,2BG,New Horizon College of Engineering,E099,Bangalore
CE,118746,2BG,New Horizon College of Engineering,E099,Bangalore
CO,25948,2BG,New Horizon College of Engineering,E099,Bangalore
CS,11378,2BG,New Horizon College of Engineering,E099,Bangalore
EC,24341,2BG,New Horizon College of Engineering,E099,Bangalore
EE,76977,2BG,New Horizon College of Engineering,E099,Bangalore
IE,12517,2BG,New Horizon College of Engineering,E099,Bangalore
ME,122338,2BG,New Horizon College of Engineering,E099,Bangalore
AI,11857,3AG,New Horizon College of Engineering,E099,Bangalore
CE,128836,3AG,New Horizon College of Engineering,E099,Bangalore
CO,12597,3AG,New Horizon College of Engineering,E099,Bangalore
CS,7419,3AG,New Horizon College of Engineering,E099,Bangalore
EC,14501,3AG,New Horizon College of Engineering,E099,Bangalore
EE,48343,3AG,New Horizon College of Engineering,E099,Bangalore
IE,9852,3AG,New Horizon College of Engineering,E099,Bangalore
ME,101850,3AG,New Horizon College of Engineering,E099,Bangalore
AI,11313,3BG,New Horizon College of Engineering,E099,Bangalore
CE,160019,3BG,New Horizon College of Engineering,E099,Bangalore
CO,155532,3BG,New Horizon College of Engineering,E099,Bangalore
CS,7769,3BG,New Horizon College of Engineering,E099,Bangalore
EC,15542,3BG,New Horizon College of Engineering,E099,Bangalore
EE,41662,3BG,New Horizon College of Engineering,E099,Bangalore
IE,9643,3BG,New Horizon College of Engineering,E099,Bangalore
ME,111788,3BG,New Horizon College of Engineering,E099,Bangalore
AI,23438,GMK,New Horizon College of Engineering,E099,Bangalore
CE,149257,GMK,New Horizon College of Engineering,E099,Bangalore
CO,26167,GMK,New Horizon College of Engineering,E099,Bangalore
CS,14446,GMK,New Horizon College of Engineering,E099,Bangalore
EC,26625,GMK,New Horizon College of Engineering,E099,Bangalore
EE,98021,GMK,New Horizon College of Engineering,E099,Bangalore
IE,18612,GMK,New Horizon College of Engineering,E099,Bangalore
ME,157111,GMK,New Horizon College of Engineering,E099,Bangalore
AI,45839,SCG,New Horizon College of Engineering,E099,Bangalore
CE,143946,SCG,New Horizon College of Engineering,E099,Bangalore
CO,47914,SCG,New Horizon College of Engineering,E099,Bangalore
CS,26172,SCG,New Horizon College of Engineering,E099,Bangalore
EC,52515,SCG,New Horizon College of Engineering,E099,Bangalore
EE,103575,SCG,New Horizon College of Engineering,E099,Bangalore
IE,32145,SCG,New Horizon College of Engineering,E099,Bangalore
ME,171293,SCG,New Horizon College of Engineering,E099,Bangalore
AI,21887,STG,New Horizon College of Engineering,E099,Bangalore
CE,120331,STG,New Horizon College of Engineering,E099,Bangalore
CO,,STG,New Horizon College of Engineering,E099,Bangalore
CS,17835,STG,New Horizon College of Engineering,E099,Bangalore
EC,38576,STG,New Horizon College of Engineering,E099,Bangalore
EE,58826,STG,New Horizon College of Engineering,E099,Bangalore
IE,25835,STG,New Horizon College of Engineering,E099,Bangalore
ME,160457,STG,New Horizon College of Engineering,E099,Bangalore
AI,77444,1G,K N S Institute of Technology,E100,Bangalore
CS,48635,1G,K N S Institute of Technology,E100,Bangalore
EC,89668,1G,K N S Institute of Technology,E100,Bangalore
AI,63846,GM,K N S Institute of Technology,E100,Bangalore
CE,180518,GM,K N S Institute of Technology,E100,Bangalore
CS,47457,GM,K N S Institute of Technology,E100,Bangalore
EC,81087,GM,K N S Institute of Technology,E100,Bangalore
IE,55730,GM,K N S Institute of Technology,E100,Bangalore
ME,76656,GM,K N S Institute of Technology,E100,Bangalore
AI,73324,2AG,K N S Institute of Technology,E100,Bangalore
CS,58735,2AG,K N S Institute of Technology,E100,Bangalore
EC,90101,2AG,K N S Institute of Technology,E100,Bangalore
IE,62284,2AG,K N S Institute of Technology,E100,Bangalore
CS,48956,2BG,K N S Institute of Technology,E100,Bangalore
EC,102413,2BG,K N S Institute of Technology,E100,Bangalore
IE,60532,2BG,K N S Institute of Technology,E100,Bangalore
AI,66178,3AG,K N S Institute of Technology,E100,Bangalore
CS,48195,3AG,K N S Institute of Technology,E100,Bangalore
EC,82071,3AG,K N S Institute of Technology,E100,Bangalore
IE,55848,3AG,K N S Institute of Technology,E100,Bangalore
AI,65432,3BG,K N S Institute of Technology,E100,Bangalore
CS,48183,3BG,K N S Institute of Technology,E100,Bangalore
EC,86682,3BG,K N S Institute of Technology,E100,Bangalore
IE,56073,3BG,K N S Institute of Technology,E100,Bangalore
AI,180004,SCG,K N S Institute of Technology,E100,Bangalore
CS,92779,SCG,K N S Institute of Technology,E100,Bangalore
EC,176773,SCG,K N S Institute of Technology,E100,Bangalore
IE,119478,SCG,K N S Institute of Technology,E100,Bangalore
CS,73800,STG,K N S Institute of Technology,E100,Bangalore
IE,92347,STG,K N S Institute of Technology,E100,Bangalore
AI,93402,GMK,K N S Institute of Technology,E100,Bangalore
CS,60725,GMK,K N S Institute of Technology,E100,Bangalore
EC,103655,GMK,K N S Institute of Technology,E100,Bangalore
AD,51835,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
BS,,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CE,153368,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CS,31682,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EC,57039,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EE,78924,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
IE,39991,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
ME,181359,GM,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
AD,85136,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
BS,,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CE,,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CS,46147,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EC,61432,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EE,166090,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
IE,57195,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
ME,,1G,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
AD,59388,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
BS,,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CE,170355,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CS,37913,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EC,75067,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EE,96659,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
IE,45433,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
ME,,2AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
AD,71357,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
BS,,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CE,157233,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CS,34858,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EC,78006,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EE,,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
IE,47073,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
ME,,2BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
AD,52098,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
BS,,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CE,,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CS,33582,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EC,59446,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EE,80195,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
IE,40801,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
ME,,3AG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
AD,56744,3BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
BS,,3BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CE,157000,3BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
CS,34704,3BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
EC,59846,3BG,Channabasaveshwara Institute of Technology Gubbi,E101,Tumkur
