Branch,Cutoff,Category,College,College Code,Location
ME,109889,3BG,P E S College of Engineering,E058,Mandya
CE,82676,SCG,P E S College of Engineering,E058,Mandya
CS,31679,SCG,P E S College of Engineering,E058,Mandya
EC,52646,SCG,P E S College of Engineering,E058,Mandya
EE,55578,SCG,P E S College of Engineering,E058,Mandya
IE,42715,SCG,P E S College of Engineering,E058,Mandya
ME,165707,SCG,P E S College of Engineering,E058,Mandya
CE,71663,STG,P E S College of Engineering,E058,Mandya
CS,14107,STG,P E S College of Engineering,E058,Mandya
EC,28759,STG,P E S College of Engineering,E058,Mandya
EE,40779,STG,P E S College of Engineering,E058,Mandya
CS,10673,GMK,P E S College of Engineering,E058,Mandya
EC,28316,GMK,P E S College of Engineering,E058,Mandya
IE,34681,GMK,P E S College of Engineering,E058,Mandya
AI,29515,GM,P D A College of Engineering,E059,Gulbarga
AU,,GM,P D A College of Engineering,E059,Gulbarga
CD,37900,GM,P D A College of Engineering,E059,Gulbarga
CE,84511,GM,P D A College of Engineering,E059,Gulbarga
CR,177974,GM,P D A College of Engineering,E059,Gulbarga
CS,16424,GM,P D A College of Engineering,E059,Gulbarga
EC,39112,GM,P D A College of Engineering,E059,Gulbarga
EE,29410,GM,P D A College of Engineering,E059,Gulbarga
EI,78735,GM,P D A College of Engineering,E059,Gulbarga
IE,29833,GM,P D A College of Engineering,E059,Gulbarga
IP,154680,GM,P D A College of Engineering,E059,Gulbarga
ME,133499,GM,P D A College of Engineering,E059,Gulbarga
AI,,1G,P D A College of Engineering,E059,Gulbarga
AU,,1G,P D A College of Engineering,E059,Gulbarga
CD,,1G,P D A College of Engineering,E059,Gulbarga
CE,,1G,P D A College of Engineering,E059,Gulbarga
CR,,1G,P D A College of Engineering,E059,Gulbarga
CS,28554,1G,P D A College of Engineering,E059,Gulbarga
EC,,1G,P D A College of Engineering,E059,Gulbarga
EE,,1G,P D A College of Engineering,E059,Gulbarga
EI,,1G,P D A College of Engineering,E059,Gulbarga
IE,,1G,P D A College of Engineering,E059,Gulbarga
IP,,1G,P D A College of Engineering,E059,Gulbarga
ME,,1G,P D A College of Engineering,E059,Gulbarga
AI,,2AG,P D A College of Engineering,E059,Gulbarga
AU,,2AG,P D A College of Engineering,E059,Gulbarga
CD,51958,2AG,P D A College of Engineering,E059,Gulbarga
CE,172180,2AG,P D A College of Engineering,E059,Gulbarga
CR,,2AG,P D A College of Engineering,E059,Gulbarga
CS,21619,2AG,P D A College of Engineering,E059,Gulbarga
EC,49135,2AG,P D A College of Engineering,E059,Gulbarga
EE,,2AG,P D A College of Engineering,E059,Gulbarga
EI,180006,2AG,P D A College of Engineering,E059,Gulbarga
IE,38388,2AG,P D A College of Engineering,E059,Gulbarga
IP,,2AG,P D A College of Engineering,E059,Gulbarga
ME,149907,2AG,P D A College of Engineering,E059,Gulbarga
AI,,2BG,P D A College of Engineering,E059,Gulbarga
AU,,2BG,P D A College of Engineering,E059,Gulbarga
CD,49580,2BG,P D A College of Engineering,E059,Gulbarga
CE,,2BG,P D A College of Engineering,E059,Gulbarga
CR,,2BG,P D A College of Engineering,E059,Gulbarga
CS,,2BG,P D A College of Engineering,E059,Gulbarga
EC,,2BG,P D A College of Engineering,E059,Gulbarga
EE,,2BG,P D A College of Engineering,E059,Gulbarga
EI,,2BG,P D A College of Engineering,E059,Gulbarga
IE,,2BG,P D A College of Engineering,E059,Gulbarga
IP,,2BG,P D A College of Engineering,E059,Gulbarga
ME,,2BG,P D A College of Engineering,E059,Gulbarga
AI,,3AG,P D A College of Engineering,E059,Gulbarga
AU,,3AG,P D A College of Engineering,E059,Gulbarga
CD,,3AG,P D A College of Engineering,E059,Gulbarga
CE,,3AG,P D A College of Engineering,E059,Gulbarga
CR,,3AG,P D A College of Engineering,E059,Gulbarga
CS,,3AG,P D A College of Engineering,E059,Gulbarga
EC,79915,3AG,P D A College of Engineering,E059,Gulbarga
EE,,3AG,P D A College of Engineering,E059,Gulbarga
EI,,3AG,P D A College of Engineering,E059,Gulbarga
IE,48584,3AG,P D A College of Engineering,E059,Gulbarga
IP,,3AG,P D A College of Engineering,E059,Gulbarga
ME,,3AG,P D A College of Engineering,E059,Gulbarga
AI,,3BG,P D A College of Engineering,E059,Gulbarga
AU,,3BG,P D A College of Engineering,E059,Gulbarga
CD,,3BG,P D A College of Engineering,E059,Gulbarga
CE,88026,3BG,P D A College of Engineering,E059,Gulbarga
CR,,3BG,P D A College of Engineering,E059,Gulbarga
CS,20985,3BG,P D A College of Engineering,E059,Gulbarga
EC,,3BG,P D A College of Engineering,E059,Gulbarga
EE,,3BG,P D A College of Engineering,E059,Gulbarga
EI,,3BG,P D A College of Engineering,E059,Gulbarga
IE,,3BG,P D A College of Engineering,E059,Gulbarga
IP,175087,3BG,P D A College of Engineering,E059,Gulbarga
ME,,3BG,P D A College of Engineering,E059,Gulbarga
AI,,SCG,P D A College of Engineering,E059,Gulbarga
AU,,SCG,P D A College of Engineering,E059,Gulbarga
CD,56958,SCG,P D A College of Engineering,E059,Gulbarga
CE,125688,SCG,P D A College of Engineering,E059,Gulbarga
CR,,SCG,P D A College of Engineering,E059,Gulbarga
CS,32692,SCG,P D A College of Engineering,E059,Gulbarga
EC,60507,SCG,P D A College of Engineering,E059,Gulbarga
EE,,SCG,P D A College of Engineering,E059,Gulbarga
EI,172296,SCG,P D A College of Engineering,E059,Gulbarga
IE,73329,SCG,P D A College of Engineering,E059,Gulbarga
IP,,SCG,P D A College of Engineering,E059,Gulbarga
ME,,SCG,P D A College of Engineering,E059,Gulbarga
AI,113875,STG,P D A College of Engineering,E059,Gulbarga
AU,,STG,P D A College of Engineering,E059,Gulbarga
CD,,STG,P D A College of Engineering,E059,Gulbarga
CE,106252,STG,P D A College of Engineering,E059,Gulbarga
CR,,STG,P D A College of Engineering,E059,Gulbarga
CS,,STG,P D A College of Engineering,E059,Gulbarga
EC,,STG,P D A College of Engineering,E059,Gulbarga
EE,82091,STG,P D A College of Engineering,E059,Gulbarga
EI,,STG,P D A College of Engineering,E059,Gulbarga
IE,,STG,P D A College of Engineering,E059,Gulbarga
IP,,STG,P D A College of Engineering,E059,Gulbarga
ME,,STG,P D A College of Engineering,E059,Gulbarga
AI,,GMK,P D A College of Engineering,E059,Gulbarga
AU,,GMK,P D A College of Engineering,E059,Gulbarga
CD,48427,GMK,P D A College of Engineering,E059,Gulbarga
CE,,GMK,P D A College of Engineering,E059,Gulbarga
CR,,GMK,P D A College of Engineering,E059,Gulbarga
CS,,GMK,P D A College of Engineering,E059,Gulbarga
EC,,GMK,P D A College of Engineering,E059,Gulbarga
EE,61737,GMK,P D A College of Engineering,E059,Gulbarga
EI,,GMK,P D A College of Engineering,E059,Gulbarga
IE,,GMK,P D A College of Engineering,E059,Gulbarga
IP,,GMK,P D A College of Engineering,E059,Gulbarga
ME,,GMK,P D A College of Engineering,E059,Gulbarga
AE,21452,GM,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,54707,GM,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,85333,GM,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,15846,GM,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,10272,GM,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,27055,GM,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,31329,1G,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,,1G,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,8838,1G,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,24565,1G,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,14787,1G,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,,1G,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,28197,2AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,73105,2AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,11343,2AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,19677,2AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,13139,2AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,41748,2AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,29807,2BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,,2BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,11827,2BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,25010,2BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,16813,2BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,,2BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,23379,3AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,,3AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,8920,3AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,16037,3AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,10615,3AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,,3AG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,28330,3BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,,3BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,9578,3BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,15942,3BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,10357,3BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,,3BG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,36375,GMK,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,,GMK,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,14255,GMK,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,,GMK,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,14870,GMK,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,,GMK,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,28393,SCG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,69131,SCG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,31517,SCG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,37544,SCG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,31573,SCG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,66254,SCG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
AE,30075,STG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,72444,STG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CS,17312,STG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
EC,,STG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
IE,,STG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
MD,54875,STG,Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,E060,Bangalore
CE,61542,1G,University B.D.T. college of Engineering,E061,Davangere
CS,18026,1G,University B.D.T. college of Engineering,E061,Davangere
EC,30774,1G,University B.D.T. college of Engineering,E061,Davangere
EE,39622,1G,University B.D.T. college of Engineering,E061,Davangere
EI,62491,1G,University B.D.T. college of Engineering,E061,Davangere
IP,85351,1G,University B.D.T. college of Engineering,E061,Davangere
ME,76744,1G,University B.D.T. college of Engineering,E061,Davangere
CE,43979,GM,University B.D.T. college of Engineering,E061,Davangere
CS,11889,GM,University B.D.T. college of Engineering,E061,Davangere
EC,24936,GM,University B.D.T. college of Engineering,E061,Davangere
EE,35480,GM,University B.D.T. college of Engineering,E061,Davangere
EI,57585,GM,University B.D.T. college of Engineering,E061,Davangere
IP,72848,GM,University B.D.T. college of Engineering,E061,Davangere
ME,66682,GM,University B.D.T. college of Engineering,E061,Davangere
CE,57699,2AG,University B.D.T. college of Engineering,E061,Davangere
CS,16910,2AG,University B.D.T. college of Engineering,E061,Davangere
EC,30474,2AG,University B.D.T. college of Engineering,E061,Davangere
EE,45902,2AG,University B.D.T. college of Engineering,E061,Davangere
EI,70271,2AG,University B.D.T. college of Engineering,E061,Davangere
IP,91715,2AG,University B.D.T. college of Engineering,E061,Davangere
ME,87831,2AG,University B.D.T. college of Engineering,E061,Davangere
CE,63163,2BG,University B.D.T. college of Engineering,E061,Davangere
CS,13678,2BG,University B.D.T. college of Engineering,E061,Davangere
EC,27507,2BG,University B.D.T. college of Engineering,E061,Davangere
EE,50861,2BG,University B.D.T. college of Engineering,E061,Davangere
EI,74755,2BG,University B.D.T. college of Engineering,E061,Davangere
IP,80578,2BG,University B.D.T. college of Engineering,E061,Davangere
ME,82771,2BG,University B.D.T. college of Engineering,E061,Davangere
CE,47991,3AG,University B.D.T. college of Engineering,E061,Davangere
CS,15564,3AG,University B.D.T. college of Engineering,E061,Davangere
EC,29033,3AG,University B.D.T. college of Engineering,E061,Davangere
EE,41910,3AG,University B.D.T. college of Engineering,E061,Davangere
EI,65025,3AG,University B.D.T. college of Engineering,E061,Davangere
IP,84850,3AG,University B.D.T. college of Engineering,E061,Davangere
ME,95421,3AG,University B.D.T. college of Engineering,E061,Davangere
CE,47439,3BG,University B.D.T. college of Engineering,E061,Davangere
CS,12310,3BG,University B.D.T. college of Engineering,E061,Davangere
EC,26336,3BG,University B.D.T. college of Engineering,E061,Davangere
EE,40510,3BG,University B.D.T. college of Engineering,E061,Davangere
EI,60700,3BG,University B.D.T. college of Engineering,E061,Davangere
IP,77930,3BG,University B.D.T. college of Engineering,E061,Davangere
ME,75167,3BG,University B.D.T. college of Engineering,E061,Davangere
CE,50275,SCG,University B.D.T. college of Engineering,E061,Davangere
CS,25346,SCG,University B.D.T. college of Engineering,E061,Davangere
EC,41297,SCG,University B.D.T. college of Engineering,E061,Davangere
EE,47545,SCG,University B.D.T. college of Engineering,E061,Davangere
EI,78944,SCG,University B.D.T. college of Engineering,E061,Davangere
IP,99424,SCG,University B.D.T. college of Engineering,E061,Davangere
ME,97014,SCG,University B.D.T. college of Engineering,E061,Davangere
CE,46841,STG,University B.D.T. college of Engineering,E061,Davangere
CS,15663,STG,University B.D.T. college of Engineering,E061,Davangere
EC,26910,STG,University B.D.T. college of Engineering,E061,Davangere
EE,38089,STG,University B.D.T. college of Engineering,E061,Davangere
EI,58261,STG,University B.D.T. college of Engineering,E061,Davangere
IP,84043,STG,University B.D.T. college of Engineering,E061,Davangere
ME,85458,STG,University B.D.T. college of Engineering,E061,Davangere
CE,45590,GMK,University B.D.T. college of Engineering,E061,Davangere
CS,15660,GMK,University B.D.T. college of Engineering,E061,Davangere
EC,28012,GMK,University B.D.T. college of Engineering,E061,Davangere
EE,44209,GMK,University B.D.T. college of Engineering,E061,Davangere
EI,58184,GMK,University B.D.T. college of Engineering,E061,Davangere
IP,81827,GMK,University B.D.T. college of Engineering,E061,Davangere
ME,71591,GMK,University B.D.T. college of Engineering,E061,Davangere
BT,27068,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,65939,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,59174,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,15056,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,27720,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,43998,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,23123,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,105363,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,90353,GM,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,105582,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,17635,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,34224,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,47187,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,29092,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,126424,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,128234,1G,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,38439,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,96534,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,71263,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,20465,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,32743,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,51729,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,28085,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,159979,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,108154,2AG,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,104493,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,19834,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,35228,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,66574,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,33624,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,143135,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,,2BG,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,81391,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,78940,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,21332,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,30374,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,60620,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,27734,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,127677,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,,3AG,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,70370,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,17149,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,29175,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,44043,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,23333,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,118502,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,91568,3BG,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,70404,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,80968,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,95403,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,45998,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,56417,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,70163,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,64168,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,143227,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,124966,SCG,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,63306,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,74119,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,28902,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,34857,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,33105,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,,STG,Bapuji Institute of Engineering and Technology,E062,Davangere
BT,69530,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,92919,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
CH,,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
CS,18458,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
EC,32538,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
EE,57562,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
IE,29525,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
ME,132695,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
TX,109210,GMK,Bapuji Institute of Engineering and Technology,E062,Davangere
CE,125303,GM,S J M Institute of Technology,E063,Chitradurga
CS,46699,GM,S J M Institute of Technology,E063,Chitradurga
EC,66588,GM,S J M Institute of Technology,E063,Chitradurga
EE,85264,GM,S J M Institute of Technology,E063,Chitradurga
ME,146374,GM,S J M Institute of Technology,E063,Chitradurga
CE,135000,1G,S J M Institute of Technology,E063,Chitradurga
CS,50958,1G,S J M Institute of Technology,E063,Chitradurga
EC,67501,1G,S J M Institute of Technology,E063,Chitradurga
EE,131799,1G,S J M Institute of Technology,E063,Chitradurga
ME,,1G,S J M Institute of Technology,E063,Chitradurga
CE,145046,2AG,S J M Institute of Technology,E063,Chitradurga
CS,62884,2AG,S J M Institute of Technology,E063,Chitradurga
EC,100853,2AG,S J M Institute of Technology,E063,Chitradurga
EE,103498,2AG,S J M Institute of Technology,E063,Chitradurga
ME,,2AG,S J M Institute of Technology,E063,Chitradurga
CE,135817,2BG,S J M Institute of Technology,E063,Chitradurga
CS,47020,2BG,S J M Institute of Technology,E063,Chitradurga
EC,68826,2BG,S J M Institute of Technology,E063,Chitradurga
EE,98982,2BG,S J M Institute of Technology,E063,Chitradurga
ME,174863,2BG,S J M Institute of Technology,E063,Chitradurga
CE,129183,3AG,S J M Institute of Technology,E063,Chitradurga
CS,54858,3AG,S J M Institute of Technology,E063,Chitradurga
EC,80908,3AG,S J M Institute of Technology,E063,Chitradurga
EE,125569,3AG,S J M Institute of Technology,E063,Chitradurga
ME,,3AG,S J M Institute of Technology,E063,Chitradurga
CE,130211,3BG,S J M Institute of Technology,E063,Chitradurga
CS,49081,3BG,S J M Institute of Technology,E063,Chitradurga
EC,72593,3BG,S J M Institute of Technology,E063,Chitradurga
EE,87028,3BG,S J M Institute of Technology,E063,Chitradurga
ME,,3BG,S J M Institute of Technology,E063,Chitradurga
CE,127414,GMK,S J M Institute of Technology,E063,Chitradurga
CS,56918,GMK,S J M Institute of Technology,E063,Chitradurga
EC,94110,GMK,S J M Institute of Technology,E063,Chitradurga
EE,86647,GMK,S J M Institute of Technology,E063,Chitradurga
ME,,GMK,S J M Institute of Technology,E063,Chitradurga
CE,147861,SCG,S J M Institute of Technology,E063,Chitradurga
CS,74029,SCG,S J M Institute of Technology,E063,Chitradurga
EC,102675,SCG,S J M Institute of Technology,E063,Chitradurga
EE,95176,SCG,S J M Institute of Technology,E063,Chitradurga
ME,171005,SCG,S J M Institute of Technology,E063,Chitradurga
CE,,STG,S J M Institute of Technology,E063,Chitradurga
CS,56061,STG,S J M Institute of Technology,E063,Chitradurga
EC,83128,STG,S J M Institute of Technology,E063,Chitradurga
EE,,STG,S J M Institute of Technology,E063,Chitradurga
ME,164571,STG,S J M Institute of Technology,E063,Chitradurga
AI,47760,1G,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,34204,1G,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,67953,1G,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,163650,1G,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,50019,1G,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,42546,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CE,183207,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,22897,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,45738,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,90316,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,30977,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
ME,179658,GM,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,48454,2AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,31449,2AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,61446,2AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,123435,2AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,32099,2AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,55440,2BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,26188,2BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,59650,2BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,143994,2BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,38658,2BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,46512,3AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,26277,3AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,46727,3AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,94937,3AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,32765,3AG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,44132,3BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,24023,3BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,48202,3BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,98106,3BG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,135823,SCG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,70440,SCG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,113087,SCG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EE,169639,SCG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,86121,SCG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,45737,STG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,86800,STG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,51674,STG,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,43422,GMK,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
CS,29117,GMK,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
EC,61114,GMK,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
IE,47564,GMK,Adhichunchanagiri Institute of Technology,E064,Chickmagalur
AI,26903,GM,Jawaharlal Nehru National College of Engineering,E065,Shimoga
